attendance_id,employee_id,attendance_date,attendance_status
2600,1064,2025-09-04,WFH
2601,1199,2025-12-05,Present
2602,1047,2026-01-22,Present
2603,1167,2026-02-09,Absent
2604,1187,2025-06-19,Present
2605,1085,2025-12-22,Present
2606,1025,2026-04-16,Absent
2607,1147,2025-09-25,Leave
2608,1176,2026-04-04,Absent
2609,1105,2026-03-01,Absent
2610,1179,2026-03-24,Absent
2611,1036,2025-07-30,Present
2612,1047,2025-11-10,Present
2613,1080,2026-04-30,Present
2614,1046,2025-05-20,Leave
2615,1111,2025-06-29,Present
2616,1128,2026-03-31,Present
2617,1048,2026-02-09,Present
2618,1103,2026-04-02,Present
2619,1059,2025-06-03,Present
2620,1166,2025-08-24,Leave
2621,1021,2025-12-31,Present
2622,1116,2026-02-19,Present
2623,1135,2025-06-02,Present
2624,1006,2025-05-22,WFH
2625,1016,2026-04-08,WFH
2626,1016,2026-03-20,Leave
2627,1096,2026-04-10,Present
2628,1044,2025-11-21,Present
2629,1136,2026-01-01,Present
2630,1002,2026-03-04,Present
2631,1099,2026-03-12,Present
2632,1008,2026-01-24,WFH
2633,1145,2025-12-04,Present
2634,1018,2025-07-04,Present
2635,1049,2026-04-16,Leave
2636,1159,2025-09-19,Absent
2637,1047,2025-06-02,WFH
2638,1056,2025-06-11,Present
2639,1025,2025-09-14,Leave
2640,1040,2025-07-13,WFH
2641,1096,2025-11-25,WFH
2642,1046,2025-05-31,Absent
2643,1181,2026-04-11,Present
2644,1130,2025-07-08,Present
2645,1114,2025-06-25,Present
2646,1160,2025-08-22,Present
2647,1138,2025-10-14,Present
2648,1080,2025-08-26,Present
2649,1028,2025-09-12,Present
2650,1175,2025-08-04,Present
2651,1152,2025-12-15,WFH
2652,1043,2025-05-11,Present
2653,1128,2026-05-06,Present
2654,1155,2025-10-01,Present
2655,1157,2026-03-22,Present
2656,1117,2025-06-02,Leave
2657,1141,2025-10-07,Absent
2658,1115,2025-10-03,Present
2659,1172,2026-04-20,WFH
2660,1017,2026-03-15,Present
2661,1064,2026-04-08,Present
2662,1037,2026-04-24,Present
2663,1126,2026-03-15,Present
2664,1104,2025-10-20,Present
2665,1092,2026-02-11,Present
2666,1123,2025-12-21,Leave
2667,1182,2026-02-23,WFH
2668,1026,2025-08-17,WFH
2669,1024,2026-01-02,Leave
2670,1168,2026-02-23,Present
2671,1135,2026-05-05,WFH
2672,1148,2025-08-26,Leave
2673,1137,2025-05-29,WFH
2674,1101,2025-10-28,WFH
2675,1165,2026-02-03,Present
2676,1073,2025-10-17,Present
2677,1035,2025-05-29,Absent
2678,1196,2026-03-10,Present
2679,1075,2026-04-28,Leave
2680,1110,2025-11-11,Absent
2681,1112,2025-09-06,Absent
2682,1022,2026-01-11,Absent
2683,1007,2025-11-16,Absent
2684,1027,2025-10-18,Present
2685,1144,2025-06-15,Absent
2686,1157,2025-12-12,Absent
2687,1079,2025-11-06,Absent
2688,1198,2026-02-10,Present
2689,1198,2025-10-09,Leave
2690,1179,2025-06-05,Present
2691,1136,2025-08-28,Present
2692,1049,2025-07-29,Present
2693,1079,2025-06-01,WFH
2694,1192,2025-09-22,WFH
2695,1139,2025-10-29,Present
2696,1165,2025-06-15,Present
2697,1190,2025-09-17,Present
2698,1137,2025-09-18,Present
2699,1013,2025-08-02,Present
2700,1099,2026-01-15,Present
2701,1091,2026-02-11,WFH
2702,1014,2025-09-04,Leave
2703,1112,2026-05-06,Leave
2704,1131,2025-06-24,WFH
2705,1046,2026-04-30,WFH
2706,1095,2025-08-22,Leave
2707,1179,2025-11-23,Present
2708,1055,2026-03-11,Present
2709,1118,2025-11-15,Present
2710,1057,2025-10-23,Leave
2711,1082,2026-04-08,Present
2712,1183,2025-11-04,Present
2713,1127,2026-01-04,Present
2714,1147,2026-02-25,Leave
2715,1157,2025-05-24,Present
2716,1012,2025-06-10,Absent
2717,1053,2025-10-08,Leave
2718,1030,2025-07-14,Present
2719,1002,2025-08-08,Present
2720,1169,2026-01-13,Present
2721,1046,2025-12-18,Absent
2722,1059,2025-07-18,Present
2723,1103,2025-09-13,Present
2724,1040,2026-02-19,Present
2725,1154,2025-06-03,Present
2726,1160,2025-09-24,Leave
2727,1067,2025-07-31,Absent
2728,1175,2025-07-11,WFH
2729,1182,2026-03-07,Leave
2730,1080,2026-04-28,Present
2731,1168,2026-04-29,Leave
2732,1070,2026-01-18,Absent
2733,1177,2025-12-09,Present
2734,1107,2025-09-10,Absent
2735,1097,2025-11-25,Present
2736,1049,2025-10-14,Absent
2737,1065,2025-12-10,WFH
2738,1003,2026-01-12,Leave
2739,1178,2025-11-27,Absent
2740,1011,2025-08-16,Leave
2741,1197,2026-01-22,Absent
2742,1033,2026-03-20,Leave
2743,1177,2025-10-13,Present
2744,1019,2026-04-14,Leave
2745,1030,2026-02-22,Present
2746,1041,2025-05-14,Absent
2747,1018,2026-04-30,Present
2748,1138,2025-06-07,Present
2749,1043,2025-10-07,Leave
2750,1066,2025-07-03,Leave
2751,1184,2025-11-20,Leave
2752,1102,2026-03-30,Present
2753,1138,2025-06-20,Present
2754,1073,2025-11-19,WFH
2755,1067,2025-11-17,Present
2756,1195,2026-03-08,Present
2757,1102,2025-06-12,Present
2758,1023,2025-11-17,WFH
2759,1128,2025-08-27,Present
2760,1033,2025-07-15,WFH
2761,1010,2025-08-13,Absent
2762,1123,2025-07-31,Present
2763,1029,2026-01-08,Present
2764,1010,2026-04-18,Absent
2765,1048,2025-08-22,Present
2766,1196,2026-02-27,Leave
2767,1018,2025-10-22,Present
2768,1112,2025-09-01,WFH
2769,1095,2025-05-10,Absent
2770,1190,2026-03-21,Present
2771,1114,2026-04-14,WFH
2772,1197,2026-04-10,Present
2773,1170,2026-04-21,WFH
2774,1197,2025-11-13,Present
2775,1197,2025-12-18,Present
2776,1186,2025-08-11,Present
2777,1012,2025-06-21,WFH
2778,1004,2026-05-04,Present
2779,1088,2025-07-08,Present
2780,1045,2026-04-23,Present
2781,1119,2025-08-13,Present
2782,1165,2025-08-02,Present
2783,1101,2026-05-06,Absent
2784,1040,2026-01-26,Present
2785,1130,2026-04-11,Present
2786,1058,2025-09-10,Present
2787,1161,2025-10-30,Present
2788,1086,2025-07-07,Leave
2789,1185,2025-12-02,Absent
2790,1007,2025-12-17,Absent
2791,1018,2025-08-09,Present
2792,1155,2025-09-04,WFH
2793,1074,2025-10-01,WFH
2794,1042,2025-09-06,Present
2795,1141,2026-02-18,Present
2796,1015,2026-02-25,Present
2797,1176,2025-08-12,Present
2798,1105,2026-04-11,WFH
2799,1137,2025-05-10,Present
2800,1159,2026-01-12,Leave
2801,1044,2026-04-14,Leave
2802,1083,2025-08-28,Present
2803,1010,2025-10-30,Present
2804,1027,2025-07-13,Leave
2805,1060,2025-09-21,Present
2806,1098,2025-10-04,Present
2807,1145,2025-06-28,Present
2808,1100,2025-09-16,WFH
2809,1031,2025-08-21,Present
2810,1196,2025-06-05,Leave
2811,1010,2025-11-22,WFH
2812,1140,2025-06-07,Present
2813,1006,2025-10-10,Leave
2814,1122,2025-11-01,WFH
2815,1166,2025-12-31,Absent
2816,1073,2025-12-12,Leave
2817,1158,2026-01-13,Absent
2818,1116,2025-07-19,Leave
2819,1061,2025-05-14,Leave
2820,1126,2025-10-10,WFH
2821,1065,2025-12-22,Present
2822,1163,2026-03-20,Absent
2823,1123,2025-11-02,Present
2824,1117,2025-11-09,WFH
2825,1093,2025-05-22,Present
2826,1037,2025-08-24,Present
2827,1164,2025-07-03,Leave
2828,1045,2025-11-02,Absent
2829,1066,2025-10-13,Present
2830,1095,2026-01-04,Leave
2831,1006,2025-09-23,Absent
2832,1077,2025-10-18,Present
2833,1011,2026-01-09,Absent
2834,1106,2026-03-05,Leave
2835,1139,2026-05-04,Present
2836,1103,2025-11-26,Present
2837,1161,2025-05-14,Present
2838,1054,2025-11-28,Absent
2839,1108,2025-09-15,Absent
2840,1118,2025-08-30,Leave
2841,1116,2026-01-31,Absent
2842,1100,2026-01-31,Absent
2843,1094,2025-06-26,Present
2844,1084,2025-09-28,Leave
2845,1103,2026-03-18,Present
2846,1186,2026-05-03,WFH
2847,1053,2026-04-18,Present
2848,1056,2025-10-27,Leave
2849,1049,2025-11-23,WFH
2850,1050,2025-07-10,Leave
2851,1169,2026-03-20,WFH
2852,1094,2025-12-14,Absent
2853,1141,2025-05-28,Absent
2854,1096,2026-03-02,Leave
2855,1079,2025-06-26,Present
2856,1101,2025-06-01,Present
2857,1121,2025-06-15,Present
2858,1139,2026-01-14,Leave
2859,1116,2025-06-20,Present
2860,1199,2026-02-17,WFH
2861,1106,2026-02-06,Present
2862,1052,2025-11-17,Present
2863,1087,2026-02-23,WFH
2864,1041,2025-11-07,Leave
2865,1099,2025-07-16,WFH
2866,1111,2025-11-03,Present
2867,1114,2026-01-11,Present
2868,1178,2025-05-14,Present
2869,1099,2025-10-16,WFH
2870,1171,2025-11-09,Present
2871,1070,2025-06-24,Leave
2872,1175,2026-04-25,WFH
2873,1197,2025-12-09,Present
2874,1165,2026-04-12,Absent
2875,1148,2026-02-13,Present
2876,1039,2025-11-07,Absent
2877,1082,2025-08-20,Absent
2878,1063,2025-07-10,Leave
2879,1034,2025-11-09,Absent
2880,1081,2025-05-30,WFH
2881,1196,2026-02-06,WFH
2882,1136,2025-12-29,Leave
2883,1161,2026-04-14,Present
2884,1174,2025-08-04,Present
2885,1017,2025-10-31,Present
2886,1006,2025-08-07,Present
2887,1014,2025-08-18,Present
2888,1024,2025-06-15,Present
2889,1092,2026-01-31,Present
2890,1191,2026-04-10,Present
2891,1055,2026-04-23,Present
2892,1017,2025-09-21,Present
2893,1160,2025-08-07,Present
2894,1150,2025-09-01,Absent
2895,1122,2025-06-14,Present
2896,1181,2025-11-14,Present
2897,1075,2026-01-27,Present
2898,1026,2026-03-15,WFH
2899,1041,2026-04-01,Present
2900,1042,2025-11-13,Absent
2901,1031,2025-11-20,WFH
2902,1159,2025-08-06,Absent
2903,1041,2025-05-09,WFH
2904,1142,2025-08-23,Leave
2905,1121,2025-07-15,Leave
2906,1072,2025-09-13,Leave
2907,1064,2026-03-16,Present
2908,1170,2026-04-15,Present
2909,1114,2025-05-29,Present
2910,1194,2025-06-11,Present
2911,1035,2025-06-05,Absent
2912,1122,2025-08-07,Absent
2913,1123,2025-11-05,Present
2914,1197,2025-07-17,Present
2915,1151,2025-11-19,Leave
2916,1093,2025-10-01,Absent
2917,1150,2025-06-11,WFH
2918,1047,2026-03-05,Absent
2919,1006,2026-01-17,Absent
2920,1172,2025-10-08,WFH
2921,1089,2025-11-27,Present
2922,1022,2025-09-23,Present
2923,1018,2025-11-09,Present
2924,1035,2025-10-03,WFH
2925,1077,2025-07-04,Leave
2926,1101,2025-05-08,Present
2927,1029,2026-01-03,Leave
2928,1051,2025-05-09,Leave
2929,1083,2025-05-19,Present
2930,1183,2025-07-02,Present
2931,1091,2025-11-17,WFH
2932,1127,2025-09-12,Present
2933,1160,2026-03-16,WFH
2934,1107,2025-08-07,Present
2935,1094,2025-12-02,Present
2936,1050,2025-10-19,WFH
2937,1072,2025-09-26,WFH
2938,1007,2025-05-24,Absent
2939,1082,2025-08-19,Present
2940,1014,2025-05-31,Leave
2941,1062,2026-01-22,Leave
2942,1079,2025-10-19,Present
2943,1115,2026-02-01,Absent
2944,1087,2025-07-29,Present
2945,1070,2026-01-28,Leave
2946,1195,2026-02-06,Leave
2947,1118,2026-01-30,Leave
2948,1021,2025-06-28,Present
2949,1142,2025-07-19,Present
2950,1034,2025-11-03,WFH
2951,1003,2025-05-20,Leave
2952,1147,2026-04-15,Present
2953,1078,2026-04-13,Absent
2954,1052,2025-11-06,Absent
2955,1098,2025-08-26,Absent
2956,1010,2025-10-21,Leave
2957,1173,2026-01-27,Present
2958,1179,2026-02-11,Absent
2959,1086,2025-06-29,Present
2960,1132,2025-12-22,Absent
2961,1105,2025-10-28,Leave
2962,1088,2025-12-25,Present
2963,1089,2026-02-24,Leave
2964,1067,2025-09-13,WFH
2965,1050,2025-08-30,Absent
2966,1073,2025-09-16,Present
2967,1022,2025-10-27,Absent
2968,1172,2026-04-18,Present
2969,1171,2026-03-08,Present
2970,1131,2026-05-01,Present
2971,1006,2026-03-27,Present
2972,1196,2025-08-07,Present
2973,1063,2025-12-18,Present
2974,1046,2025-11-09,Present
2975,1017,2025-08-24,Present
2976,1147,2025-05-07,Present
2977,1200,2025-10-20,Present
2978,1020,2026-03-23,Present
2979,1186,2026-05-07,Present
2980,1189,2025-11-24,Present
2981,1159,2026-02-08,Present
2982,1040,2026-04-06,WFH
2983,1161,2026-01-09,Absent
2984,1162,2025-09-16,Present
2985,1171,2025-12-13,Present
2986,1157,2025-11-04,Present
2987,1015,2025-05-10,Leave
2988,1036,2025-08-13,Present
2989,1191,2026-01-07,Present
2990,1048,2025-09-19,Present
2991,1184,2026-04-11,Present
2992,1001,2026-02-17,Absent
2993,1176,2025-06-01,Present
2994,1054,2025-11-10,Present
2995,1184,2025-08-21,Present
2996,1100,2025-06-23,Present
2997,1161,2025-08-30,WFH
2998,1050,2025-09-24,Absent
2999,1051,2025-12-08,Leave
3000,1127,2025-12-27,WFH
3001,1181,2026-04-01,Present
3002,1121,2025-09-10,Present
3003,1188,2025-08-11,Leave
3004,1152,2026-01-30,Present
3005,1114,2025-11-07,Present
3006,1130,2025-07-07,Present
3007,1021,2026-02-05,Present
3008,1051,2025-11-24,Present
3009,1037,2026-01-12,WFH
3010,1148,2026-04-19,Present
3011,1180,2025-09-30,Present
3012,1180,2025-07-27,Present
3013,1049,2025-12-02,Present
3014,1083,2026-01-15,Present
3015,1042,2025-12-10,Absent
3016,1163,2026-03-24,WFH
3017,1076,2025-06-16,WFH
3018,1106,2025-07-08,WFH
3019,1164,2025-11-21,Present
3020,1056,2025-05-30,Absent
3021,1065,2026-04-26,Present
3022,1189,2025-07-14,Present
3023,1136,2025-10-18,Present
3024,1168,2025-11-03,Leave
3025,1065,2025-08-08,Present
3026,1194,2025-05-23,Present
3027,1017,2025-09-02,Present
3028,1017,2026-04-25,Absent
3029,1089,2025-08-26,Leave
3030,1016,2025-12-18,WFH
3031,1194,2025-05-16,Absent
3032,1021,2026-03-03,Leave
3033,1196,2026-01-11,Leave
3034,1115,2025-09-15,Present
3035,1191,2026-04-16,Leave
3036,1023,2026-01-25,Present
3037,1151,2025-08-31,Present
3038,1179,2026-04-09,Leave
3039,1156,2026-05-05,Leave
3040,1017,2025-12-14,WFH
3041,1068,2025-12-13,Leave
3042,1082,2025-09-11,Absent
3043,1092,2026-04-30,Leave
3044,1123,2026-02-27,Present
3045,1128,2025-12-20,Present
3046,1196,2025-10-24,Absent
3047,1081,2025-12-09,WFH
3048,1191,2025-09-17,Present
3049,1059,2025-08-04,WFH
3050,1044,2025-11-03,Present
3051,1177,2025-08-16,Present
3052,1105,2025-12-14,Absent
3053,1119,2025-08-22,Present
3054,1104,2026-04-18,Absent
3055,1119,2025-05-11,Absent
3056,1040,2025-08-21,Present
3057,1189,2025-10-04,Absent
3058,1108,2025-08-10,Present
3059,1036,2025-12-20,Present
3060,1098,2025-11-25,Leave
3061,1039,2025-12-09,Absent
3062,1094,2026-03-31,Present
3063,1112,2025-06-12,Leave
3064,1045,2025-05-28,Present
3065,1152,2026-01-18,Present
3066,1056,2026-03-27,Present
3067,1005,2026-04-05,Absent
3068,1121,2026-02-14,Present
3069,1070,2026-03-12,Present
3070,1051,2025-10-27,Present
3071,1128,2025-06-06,Absent
3072,1041,2025-08-19,Present
3073,1141,2025-07-11,Present
3074,1059,2025-10-17,Present
3075,1125,2026-03-12,WFH
3076,1186,2025-11-07,Absent
3077,1111,2026-04-30,Absent
3078,1041,2025-06-21,Absent
3079,1171,2025-07-31,Present
3080,1091,2025-11-03,Present
3081,1018,2026-04-20,Present
3082,1181,2026-03-20,Absent
3083,1156,2025-12-13,Present
3084,1037,2025-12-16,Present
3085,1133,2025-12-18,Absent
3086,1056,2026-03-15,Absent
3087,1126,2025-08-15,Present
3088,1079,2026-02-06,Leave
3089,1041,2025-10-15,Present
3090,1162,2025-06-18,Present
3091,1176,2025-09-14,WFH
3092,1110,2026-04-24,WFH
3093,1032,2025-08-20,WFH
3094,1034,2025-11-27,WFH
3095,1073,2026-03-24,Present
3096,1186,2025-12-08,Present
3097,1177,2025-11-07,Present
3098,1095,2026-04-11,WFH
3099,1122,2025-07-29,Present
3100,1005,2025-05-15,Absent
3101,1095,2026-04-17,Absent
3102,1064,2026-01-04,Present
3103,1084,2025-09-09,Leave
3104,1060,2025-07-14,Present
3105,1163,2025-12-20,Absent
3106,1072,2025-05-12,WFH
3107,1088,2025-10-04,WFH
3108,1085,2025-12-04,Leave
3109,1050,2025-08-11,Present
3110,1083,2026-02-21,Leave
3111,1147,2025-11-03,Present
3112,1182,2025-09-01,WFH
3113,1157,2025-06-07,Present
3114,1064,2026-01-20,Absent
3115,1145,2025-12-01,Absent
3116,1005,2025-07-22,Present
3117,1131,2025-08-18,Present
3118,1099,2025-08-16,Present
3119,1160,2026-02-18,Present
3120,1021,2026-03-23,WFH
3121,1126,2025-05-15,Absent
3122,1155,2025-09-29,Leave
3123,1069,2025-08-16,Present
3124,1116,2025-10-04,Absent
3125,1200,2025-07-22,Present
3126,1198,2026-03-22,Present
3127,1183,2025-11-06,Present
3128,1094,2025-08-27,Present
3129,1122,2026-01-05,Present
3130,1058,2025-06-19,Leave
3131,1001,2025-07-02,Present
3132,1092,2025-12-16,WFH
3133,1124,2025-06-09,WFH
3134,1038,2026-04-17,Present
3135,1082,2026-04-18,Absent
3136,1081,2026-03-21,WFH
3137,1138,2026-01-15,Present
3138,1166,2026-04-14,Present
3139,1153,2025-06-13,WFH
3140,1031,2025-08-16,Present
3141,1188,2025-05-18,Present
3142,1189,2025-08-10,Present
3143,1135,2026-04-18,WFH
3144,1073,2025-05-13,Present
3145,1097,2026-02-23,Absent
3146,1180,2025-06-08,Present
3147,1077,2025-06-18,Present
3148,1053,2026-04-26,Present
3149,1076,2026-05-04,Present
3150,1008,2025-06-08,Leave
3151,1165,2025-06-06,Absent
3152,1021,2026-03-10,Present
3153,1120,2025-12-19,Present
3154,1115,2026-01-10,Leave
3155,1098,2025-10-13,WFH
3156,1041,2025-06-26,WFH
3157,1114,2025-08-28,Present
3158,1028,2025-11-27,Present
3159,1117,2025-12-12,Present
3160,1051,2025-05-28,Leave
3161,1156,2026-03-04,Absent
3162,1073,2025-06-03,Present
3163,1151,2025-12-28,Present
3164,1083,2025-11-19,Present
3165,1032,2025-12-30,Present
3166,1084,2025-08-19,WFH
3167,1123,2026-03-25,Present
3168,1037,2026-03-14,Present
3169,1185,2025-08-22,Absent
3170,1141,2025-11-15,Present
3171,1161,2025-10-31,Absent
3172,1166,2025-09-19,Present
3173,1102,2025-10-03,Present
3174,1084,2026-01-05,WFH
3175,1195,2025-12-15,Present
3176,1165,2025-10-22,Present
3177,1083,2026-02-28,WFH
3178,1194,2025-05-13,WFH
3179,1011,2026-03-16,WFH
3180,1015,2025-06-11,Leave
3181,1184,2026-01-13,Leave
3182,1034,2026-03-26,Absent
3183,1017,2026-04-08,Present
3184,1036,2025-12-22,Present
3185,1027,2025-07-05,WFH
3186,1042,2025-07-09,Leave
3187,1061,2025-06-11,Present
3188,1194,2025-06-27,Present
3189,1092,2026-02-07,Present
3190,1021,2025-06-17,Absent
3191,1088,2026-04-15,Present
3192,1127,2026-02-19,Absent
3193,1140,2026-03-21,Present
3194,1135,2025-07-12,Absent
3195,1165,2026-04-27,Absent
3196,1178,2026-04-26,Present
3197,1141,2025-10-27,Present
3198,1054,2025-07-08,Absent
3199,1041,2026-04-21,Present
3200,1196,2025-05-13,Present
3201,1059,2025-11-18,Present
3202,1015,2025-08-13,Leave
3203,1175,2025-12-26,WFH
3204,1007,2025-07-16,Present
3205,1165,2026-04-29,Leave
3206,1058,2025-07-19,Absent
3207,1011,2025-06-18,Present
3208,1057,2026-04-15,Present
3209,1040,2025-08-31,Present
3210,1129,2026-04-29,Present
3211,1083,2025-08-06,Absent
3212,1194,2025-05-28,Leave
3213,1172,2025-08-21,Absent
3214,1005,2025-08-19,WFH
3215,1196,2025-07-02,Present
3216,1127,2025-06-11,Present
3217,1172,2025-11-28,Leave
3218,1179,2025-07-30,Absent
3219,1141,2025-10-01,Present
3220,1011,2026-01-22,Present
3221,1151,2026-04-27,Present
3222,1054,2025-11-19,Present
3223,1150,2026-01-06,Absent
3224,1002,2025-11-28,Present
3225,1180,2025-12-28,Present
3226,1149,2025-08-23,Present
3227,1131,2025-07-10,Present
3228,1102,2025-05-18,Present
3229,1039,2026-02-15,WFH
3230,1002,2026-03-31,Leave
3231,1191,2026-01-23,WFH
3232,1073,2025-07-16,Present
3233,1143,2025-06-17,Present
3234,1131,2025-12-29,Absent
3235,1041,2025-09-20,Present
3236,1194,2026-03-02,WFH
3237,1066,2025-10-24,Present
3238,1051,2025-11-11,Present
3239,1067,2025-10-25,Absent
3240,1031,2025-09-15,Leave
3241,1074,2025-08-09,Absent
3242,1008,2026-02-14,Absent
3243,1155,2025-09-20,Leave
3244,1172,2025-09-21,WFH
3245,1198,2026-03-02,Absent
3246,1053,2026-05-04,Present
3247,1029,2026-05-03,Present
3248,1100,2025-06-05,Present
3249,1191,2025-05-31,Present
3250,1052,2026-02-26,WFH
3251,1189,2026-04-07,Leave
3252,1077,2025-06-30,Leave
3253,1173,2026-03-21,Present
3254,1152,2026-02-26,Present
3255,1093,2025-08-28,Absent
3256,1014,2025-12-01,Leave
3257,1161,2026-04-29,Present
3258,1146,2026-01-25,Present
3259,1056,2025-06-17,WFH
3260,1007,2026-04-10,Present
3261,1004,2025-06-22,Present
3262,1047,2026-03-24,Present
3263,1053,2026-01-21,Absent
3264,1185,2025-05-13,Absent
3265,1185,2025-05-11,Present
3266,1118,2026-04-19,Absent
3267,1155,2026-04-30,Present
3268,1126,2025-10-01,Absent
3269,1144,2025-12-25,WFH
3270,1074,2026-03-22,Leave
3271,1064,2025-11-23,Present
3272,1158,2026-04-04,Present
3273,1001,2025-12-05,Present
3274,1159,2025-10-16,Present
3275,1003,2025-12-01,Present
3276,1001,2025-10-22,Present
3277,1114,2026-01-17,Absent
3278,1187,2026-01-01,WFH
3279,1041,2025-06-30,Present
3280,1014,2025-11-03,Present
3281,1056,2025-05-15,Leave
3282,1049,2025-10-14,Absent
3283,1190,2025-07-03,Present
3284,1020,2025-07-07,Present
3285,1107,2026-01-08,Leave
3286,1006,2025-05-08,Present
3287,1198,2025-11-13,Present
3288,1031,2025-07-05,Present
3289,1037,2025-06-29,Present
3290,1117,2025-07-29,Present
3291,1031,2025-12-02,Leave
3292,1191,2025-10-25,Leave
3293,1008,2025-09-22,Absent
3294,1045,2026-02-15,Present
3295,1029,2025-09-03,Present
3296,1186,2026-02-01,Present
3297,1117,2025-08-26,WFH
3298,1178,2025-11-16,WFH
3299,1070,2025-12-16,Present
3300,1006,2025-10-26,Leave
3301,1145,2025-07-02,Absent
3302,1017,2025-07-29,Leave
3303,1178,2025-07-25,Present
3304,1056,2025-09-01,Present
3305,1102,2025-08-16,Leave
3306,1097,2025-08-08,Present
3307,1010,2025-10-08,Absent
3308,1111,2026-01-09,Absent
3309,1106,2026-04-12,Present
3310,1004,2026-04-26,WFH
3311,1012,2025-10-29,Leave
3312,1017,2026-03-18,Present
3313,1182,2025-05-12,Present
3314,1185,2026-01-05,Absent
3315,1052,2026-01-29,Present
3316,1007,2025-09-17,Leave
3317,1070,2025-07-10,Present
3318,1061,2026-02-25,Leave
3319,1115,2025-06-21,Present
3320,1167,2025-10-17,Present
3321,1145,2025-10-07,Absent
3322,1144,2026-02-21,Leave
3323,1126,2026-04-25,Present
3324,1184,2025-07-02,Leave
3325,1013,2026-04-07,Present
3326,1094,2025-09-30,Present
3327,1154,2025-12-26,Present
3328,1117,2026-01-09,Absent
3329,1140,2026-03-25,Present
3330,1096,2025-09-22,Leave
3331,1096,2025-10-09,Leave
3332,1142,2026-04-29,WFH
3333,1038,2026-04-01,Present
3334,1189,2025-09-24,Leave
3335,1089,2025-10-20,Absent
3336,1045,2026-03-25,WFH
3337,1103,2026-02-17,Present
3338,1120,2026-01-05,Present
3339,1197,2025-12-22,Present
3340,1038,2026-04-12,Leave
3341,1193,2025-10-24,Absent
3342,1173,2025-09-07,WFH
3343,1105,2025-12-09,Present
3344,1111,2025-07-06,Present
3345,1155,2025-09-09,Present
3346,1036,2026-02-21,Present
3347,1092,2026-04-22,Leave
3348,1120,2025-06-16,Absent
3349,1193,2025-10-24,WFH
3350,1175,2026-03-13,Present
3351,1011,2025-11-14,Present
3352,1130,2026-03-20,Leave
3353,1038,2025-10-22,WFH
3354,1088,2025-07-25,WFH
3355,1162,2025-11-12,Leave
3356,1041,2025-06-02,WFH
3357,1036,2026-02-11,Present
3358,1178,2026-04-28,Absent
3359,1021,2026-05-06,Absent
3360,1029,2026-04-30,WFH
3361,1140,2026-01-09,Present
3362,1134,2025-11-23,Present
3363,1148,2025-09-22,Present
3364,1066,2026-03-31,WFH
3365,1171,2025-12-18,Present
3366,1190,2025-10-15,Present
3367,1176,2025-10-05,Leave
3368,1086,2026-01-20,Absent
3369,1030,2025-08-08,Present
3370,1188,2025-11-25,Present
3371,1141,2025-11-03,Absent
3372,1134,2026-04-01,Leave
3373,1101,2025-09-01,Present
3374,1148,2025-06-24,Present
3375,1192,2025-09-28,Absent
3376,1177,2025-05-11,Present
3377,1058,2025-05-16,Leave
3378,1165,2025-06-26,Absent
3379,1040,2025-08-23,Leave
3380,1193,2026-03-10,Present
3381,1184,2025-12-03,Present
3382,1130,2025-11-13,Present
3383,1127,2026-02-09,Present
3384,1019,2025-05-27,Leave
3385,1079,2025-12-31,Present
3386,1194,2025-07-31,Absent
3387,1078,2026-02-03,Present
3388,1139,2026-04-26,Leave
3389,1025,2025-11-24,Present
3390,1007,2026-01-14,Present
3391,1008,2026-02-27,Present
3392,1031,2026-01-27,Present
3393,1048,2026-01-14,Leave
3394,1019,2026-01-22,Present
3395,1065,2025-12-22,Absent
3396,1031,2026-02-14,Absent
3397,1092,2026-05-02,Leave
3398,1104,2025-12-26,Present
3399,1179,2025-08-28,WFH
3400,1077,2025-08-20,Present
3401,1100,2025-06-02,Present
3402,1054,2025-07-20,Present
3403,1110,2025-11-27,WFH
3404,1151,2025-08-28,Absent
3405,1163,2025-05-17,WFH
3406,1152,2025-12-29,Present
3407,1174,2025-11-25,Absent
3408,1009,2025-11-05,Absent
3409,1082,2025-12-29,Present
3410,1008,2025-10-30,Present
3411,1180,2025-08-04,Absent
3412,1099,2026-04-01,WFH
3413,1198,2025-12-04,Present
3414,1109,2025-09-27,Leave
3415,1151,2025-05-16,WFH
3416,1090,2025-10-11,Leave
3417,1126,2025-08-25,Present
3418,1098,2025-10-08,Present
3419,1125,2025-08-27,Present
3420,1122,2025-05-09,Present
3421,1140,2025-10-12,Present
3422,1022,2025-06-24,Present
3423,1186,2026-04-07,Leave
3424,1162,2026-05-02,Present
3425,1117,2026-03-28,Absent
3426,1192,2025-11-19,Present
3427,1062,2025-11-09,WFH
3428,1121,2025-09-24,Present
3429,1083,2025-08-29,Present
3430,1142,2025-08-07,Leave
3431,1116,2025-09-21,Present
3432,1158,2026-01-06,Absent
3433,1025,2025-08-11,Present
3434,1176,2025-08-19,Present
3435,1152,2025-07-08,Leave
3436,1200,2025-09-01,Present
3437,1130,2026-03-20,Absent
3438,1018,2025-09-06,WFH
3439,1047,2025-09-25,Absent
3440,1071,2026-01-26,Leave
3441,1145,2026-01-30,Absent
3442,1138,2026-02-15,Leave
3443,1186,2026-02-23,Present
3444,1065,2025-12-13,WFH
3445,1031,2025-07-31,Leave
3446,1133,2025-07-11,Absent
